,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure_x,Estimated Salary in € ,NumOfProducts,HasCrCard,Tenure_y,IsActiveMember,Exited,Balance in €
873,15653762,Chidiebele,501,French,Female,39.0,9,182025.95,1,No,9,No,0,117301.66
874,15581229,Gregory,502,Germany,Female,32.0,1,122763.95,1,Yes,1,Yes,0,173340.83
875,15800228,Bednall,652,Spain,Female,42.0,4,38152.01,2,Yes,4,Yes,0,0.0
876,15656333,Jen,574,FRA,Female,33.0,3,63163.99,1,No,3,No,0,134348.57
877,15697497,She,518,FRA,Female,45.0,9,73418.29,2,Yes,9,Yes,0,105525.65
878,15585362,Simmons,749,French,Female,60.0,6,17978.68,1,No,6,No,1,0.0
879,15571928,Fraser,679,France,Female,43.0,4,115136.51,3,No,4,No,1,0.0
880,15785519,May,565,France,Male,36.0,6,149575.59,1,No,6,No,0,106192.1
881,15743007,Seabrook,643,France,Female,45.0,4,60917.24,1,No,4,No,1,45144.43
882,15777211,Herrera,515,France,Male,65.0,7,142548.33,1,Yes,7,Yes,0,92113.61
883,15721935,Kincaid,521,France,Male,25.0,7,157878.67,2,Yes,7,Yes,0,0.0
884,15591711,Sleeman,739,Spain,Male,38.0,0,12796.43,1,No,0,No,0,128366.44
885,15625021,Hung,585,French,Male,42.0,2,18657.77,2,Yes,2,Yes,0,0.0
886,15702968,Artemieva,733,Germany,Male,74.0,3,134589.58,1,Yes,3,Yes,0,106545.53
887,15600462,Barwell,542,FRA,Female,43.0,8,10350.74,1,Yes,8,Yes,0,145618.37
888,15768104,Wright,788,Spain,Male,37.0,8,66013.27,1,No,8,No,0,141541.25
889,15780140,Bellucci,435,Germany,Male,32.0,2,5907.11,2,Yes,2,Yes,0,57017.06
890,15585255,Moore,577,France,Male,42.0,9,74077.91,1,No,9,No,0,0.0
891,15772781,Ball,703,France,Female,51.0,3,77294.56,3,Yes,3,Yes,1,0.0
892,15669987,Sung,728,Germany,Female,35.0,8,54359.02,2,No,8,No,1,125884.95
893,15697000,Mello,728,Germany,Male,32.0,5,156124.93,1,Yes,5,Yes,0,61825.5
894,15733119,Mistry,718,French,Male,35.0,8,94820.85,2,No,8,No,0,0.0
895,15782390,T'ien,621,FRA,Female,40.0,6,155155.25,1,No,6,No,0,0.0
896,15654700,Fallaci,523,FRA,Female,40.0,2,128702.1,1,No,2,No,1,102967.41
897,15632210,Hill,657,Germany,Male,25.0,2,22745.5,1,No,2,No,0,171770.55
898,15642041,Burns,727,Germany,Male,40.0,1,71865.31,2,No,1,No,1,93051.64
899,15709737,Hunter,643,French,Male,36.0,7,84294.82,2,Yes,7,Yes,0,161064.64
900,15792388,Li,645,France,Female,48.0,7,149139.13,1,Yes,7,Yes,0,90612.34
901,15786014,Ku,568,French,Male,28.0,5,185489.11,2,No,5,No,0,145105.64
902,15794580,Ch'en,599,France,Male,58.0,4,176407.15,1,No,4,No,1,0.0
903,15675964,Chukwukadibia,672,FRA,Female,45.0,9,92027.69,1,Yes,9,Yes,1,0.0
904,15814275,Zikoranachidimma,685,French,Male,33.0,6,43932.54,1,Yes,6,Yes,0,174912.72
905,15724848,Oluchukwu,516,French,Female,46.0,1,115789.25,1,No,1,No,1,104947.72
906,15754713,Rivera,685,Spain,Male,31.0,10,125777.28,1,Yes,10,Yes,0,135213.71
907,15693814,Niu,806,Spain,Male,25.0,7,18461.9,2,No,7,No,0,0.0
908,15599660,Bennett,604,FRA,Male,36.0,6,79633.38,2,Yes,6,Yes,0,116229.85
909,15746490,Wollstonecraft,648,Spain,Female,53.0,6,121542.29,1,Yes,6,Yes,0,111201.41
910,15566091,Thomsen,545,Spain,Female,32.0,4,94739.2,1,No,4,No,0,0.0
911,15655961,Palermo,756,Germany,Male,27.0,1,93302.29,1,No,1,No,0,131899.0
912,15710404,Chinwendu,569,France,Male,35.0,10,193793.78,1,Yes,10,Yes,0,124525.52
913,15775625,McKenzie,596,French,Male,47.0,6,74835.65,1,No,6,No,0,0.0
914,15792328,James,475,French,Male,39.0,6,56999.9,1,Yes,6,Yes,1,0.0
915,15719856,Lamb,646,French,Female,45.0,3,57236.44,1,Yes,3,Yes,0,47134.75
916,15593773,Olejuru,784,Spain,Male,35.0,3,81483.64,2,No,3,No,0,0.0
917,15733114,Hay,552,Spain,Male,45.0,9,26752.56,2,No,9,No,0,0.0
918,15797748,Lu,729,French,Male,44.0,5,9200.54,2,Yes,5,Yes,0,0.0
919,15743411,Chiawuotu,609,Spain,Male,61.0,1,22447.85,1,No,1,No,1,0.0
920,15753337,Yeates,555,France,Male,51.0,5,189122.89,3,No,5,No,1,0.0
921,15601026,Gallagher,572,Germany,Female,19.0,1,16161.82,1,Yes,1,Yes,0,138657.08
922,15658485,Heath,785,France,Female,34.0,9,68600.36,1,Yes,9,Yes,0,70302.48
923,15636731,Ts'ai,714,Germany,Female,36.0,1,447.73,2,Yes,1,Yes,0,101609.01
924,15628303,Thurgood,738,Spain,Male,35.0,3,15650.73,1,Yes,3,Yes,0,0.0
925,15633461,Pai,639,Germany,Male,38.0,5,149599.62,1,Yes,5,Yes,0,130170.82
926,15677135,Lorenzo,520,Germany,Male,61.0,8,90304.01,2,Yes,8,Yes,0,133802.29
927,15590876,Knupp,764,France,Female,24.0,7,115676.38,1,No,7,No,0,106234.02
928,15790782,Baryshnikov,661,Spain,Male,39.0,6,38812.67,1,No,6,No,0,132628.98
929,15700476,Azubuike,564,Germany,Male,41.0,9,34338.21,2,Yes,9,Yes,0,103522.75
930,15634141,Shephard,708,Germany,Female,42.0,8,823.36,2,No,8,No,0,192390.52
931,15737795,Scott,512,Spain,Male,36.0,1,135482.26,1,Yes,1,Yes,1,0.0
932,15790299,Williamson,592,Spain,Male,37.0,9,10656.89,3,Yes,9,Yes,0,0.0
933,15675316,Avdeeva,619,French,Female,38.0,3,116467.35,2,Yes,3,Yes,0,0.0
934,15613630,Tang,775,France,Male,52.0,8,96823.32,1,Yes,8,Yes,1,109922.61
935,15662100,Hsu,850,Germany,Female,44.0,5,171096.2,1,Yes,5,Yes,0,128605.32
936,15668032,Buchanan,577,FRA,Female,37.0,4,79881.39,1,Yes,4,Yes,0,0.0
937,15599289,Yeh,724,France,Female,37.0,10,157862.82,1,No,10,No,0,68598.56
938,15754084,Palazzi,710,Spain,Male,35.0,1,127951.81,1,Yes,1,Yes,0,106518.52
939,15676521,Y?an,696,French,Female,31.0,8,191074.11,2,No,8,No,0,0.0
940,15804586,Lin,376,French,Female,46.0,6,157333.69,1,No,6,No,1,0.0
941,15781465,Schofield,675,Germany,Female,29.0,8,133457.52,1,No,8,No,0,121326.42
942,15729362,Lombardi,745,France,Male,36.0,8,130789.6,1,No,8,No,0,67226.37
943,15709295,Wall,697,Spain,Female,25.0,5,128373.88,2,Yes,5,Yes,0,82931.85
944,15745324,Milani,599,Spain,Female,39.0,4,194273.2,1,No,4,No,1,0.0
945,15741336,Ejimofor,715,FRA,Female,38.0,5,5684.17,1,Yes,5,Yes,1,118590.41
946,15783659,Blackburn,659,France,Male,67.0,4,131043.2,1,Yes,4,Yes,0,145981.87
947,15620981,Wickham,684,FRA,Female,48.0,3,21228.34,1,No,3,No,1,73309.38
948,15630328,Bird,635,France,Female,48.0,8,43250.3,2,Yes,8,Yes,0,130796.33
949,15785899,Ch'en,789,Germany,Male,33.0,8,4389.4,1,No,8,No,0,151607.56
950,15606149,Wood,571,Germany,Female,66.0,9,189271.9,1,Yes,9,Yes,0,111577.01
951,15671139,Brizendine,694,Spain,Male,39.0,0,102284.2,1,Yes,0,Yes,0,107042.74
952,15660429,Ch'in,665,Spain,Female,42.0,2,156774.94,2,Yes,2,Yes,1,156371.61
953,15571002,Yusupov,706,French,Female,44.0,4,69865.49,1,No,4,No,0,129605.99
954,15631681,Jibunoh,807,Spain,Female,43.0,0,85523.24,2,Yes,0,Yes,0,0.0
955,15731522,Ts'ui,771,Spain,Female,67.0,8,51219.8,2,Yes,8,Yes,0,0.0
956,15619529,Ndukaku,531,Spain,Male,27.0,8,7222.92,1,No,8,No,0,132576.25
957,15628034,Wilder,629,FRA,Female,37.0,6,23971.33,1,Yes,6,Yes,0,129101.3
958,15686164,Maclean,850,Germany,Female,31.0,1,132173.31,1,Yes,1,Yes,0,108822.4
959,15582797,Ch'iu,685,Spain,Male,35.0,4,113639.64,1,No,4,No,0,137948.51
960,15753831,Cox,642,Spain,Male,32.0,7,39768.59,1,Yes,7,Yes,0,100433.8
961,15731815,Nepean,529,Spain,Male,63.0,4,108732.96,3,No,4,No,1,96134.11
962,15580956,McNess,683,Germany,Female,43.0,4,117349.19,1,Yes,4,Yes,1,115888.04
963,15602084,Coles,663,France,Female,42.0,5,78004.5,1,Yes,5,Yes,0,124626.07
964,15589805,Benson,563,France,Female,34.0,6,152417.79,1,Yes,6,Yes,0,139810.34
965,15720893,Gilbert,637,Spain,Female,34.0,9,26057.08,2,No,9,No,0,0.0
966,15641009,Wilhelm,544,France,Male,37.0,3,79972.09,1,No,3,No,0,84496.71
967,15605926,Sinclair,649,Germany,Male,70.0,9,107125.79,2,Yes,9,Yes,0,116854.71
968,15805955,L?,638,FRA,Female,48.0,10,47679.14,1,Yes,10,Yes,0,138333.03
969,15801488,Buckner,723,FRA,Male,25.0,3,134509.47,2,Yes,3,Yes,0,0.0
970,15605918,Padovesi,635,Germany,Male,43.0,5,153265.31,2,No,5,No,0,78992.75
971,15779711,Gray,750,Spain,Female,38.0,7,179883.04,2,Yes,7,Yes,0,97257.41
972,15705620,Lu,730,France,Male,34.0,5,138882.98,2,No,5,No,0,122453.37
973,15685357,Wright,750,Spain,Female,36.0,8,9855.81,1,Yes,8,Yes,0,112940.07
974,15570060,Palerma,586,FRA,Female,43.0,8,67046.83,1,No,8,No,1,132558.26
975,15582616,Y?an,520,FRA,Female,38.0,4,56388.63,2,No,4,No,0,0.0
976,15799515,Wei,652,France,Female,48.0,8,77764.37,1,No,8,No,0,133297.24
977,15642937,Padovesi,550,France,Female,46.0,7,130590.35,2,No,7,No,0,0.0
978,15624729,Tsao,594,France,Male,27.0,0,151912.49,1,No,0,No,0,197041.8
979,15566156,Franklin,749,Germany,Female,44.0,0,151083.8,2,No,0,No,0,71497.79
980,15792360,Clark,668,French,Male,32.0,7,777.37,2,Yes,7,Yes,0,0.0
981,15807008,McGregor,614,Germany,Female,35.0,6,69454.24,1,No,6,No,1,128100.28
982,15704770,Pan,773,France,Male,25.0,1,11723.57,2,Yes,1,Yes,0,124532.78
983,15756475,Kenniff,551,Germany,Male,31.0,9,91565.25,2,Yes,9,Yes,0,82293.82
984,15655339,Spencer,566,France,Male,36.0,1,79616.37,1,No,1,No,0,142120.91
985,15613749,Lees,569,Spain,Male,34.0,0,102299.81,1,No,0,No,1,151839.26
986,15664521,David,659,Spain,Male,31.0,7,104533.51,2,Yes,7,Yes,0,149620.88
987,15681206,Hsing,722,France,Female,49.0,3,140765.57,1,No,3,No,1,168197.66
988,15745527,Burke,655,FRA,Male,37.0,5,66214.13,2,No,5,No,0,93147.0
989,15806926,Watson,615,French,Female,35.0,2,139816.1,2,Yes,2,Yes,0,97440.02
990,15724563,Hawkins,752,Germany,Female,42.0,3,140139.28,2,Yes,3,Yes,0,65046.08
991,15782899,Ginn,661,Spain,Female,28.0,7,102297.15,1,No,7,No,0,95357.49
992,15623521,Sozonov,838,Spain,Male,43.0,9,145765.83,2,No,9,No,0,123105.88
993,15810218,Sun,610,Spain,Male,29.0,9,83912.24,3,Yes,9,Yes,0,0.0
994,15645621,Hunter,811,Spain,Male,44.0,3,78439.73,2,Yes,3,Yes,0,0.0
995,15608114,Manfrin,587,Spain,Male,62.0,7,6776.92,1,Yes,7,Yes,0,121286.27
996,15659557,Artamonova,811,Germany,Female,28.0,4,9903.42,2,Yes,4,Yes,0,167738.82
997,15787772,Hansen,759,France,Female,38.0,1,91561.91,1,No,1,No,0,104091.29
998,15691111,Pai,648,Germany,Female,42.0,8,4027.02,2,No,8,No,0,121980.56
999,15592089,Larsen,788,France,Female,43.0,10,116111.51,2,Yes,10,Yes,0,0.0
1000,15633897,Owen,725,Germany,Male,39.0,1,184023.54,2,Yes,1,Yes,0,50880.98
1001,15701301,Murphy,646,French,Female,42.0,3,67124.48,2,No,3,No,1,175159.9
1002,15723685,Ekechukwu,601,Germany,Female,26.0,7,50070.59,2,No,7,No,0,105514.69
1003,15701602,Ayers,521,Germany,Male,52.0,5,53793.1,3,No,5,No,1,116497.31
1004,15739189,Johnson,561,Spain,Female,33.0,6,45261.47,2,No,6,No,0,0.0
1005,15573086,Millar,564,FRA,Male,42.0,7,36721.4,1,Yes,7,Yes,0,99824.45
1006,15569050,Farrell,444,FRA,Male,45.0,6,130009.85,1,No,6,No,1,0.0
1007,15750765,Sanders,650,Spain,Male,71.0,0,175380.77,1,Yes,0,Yes,0,0.0
1008,15799811,Herrera,724,FRA,Male,40.0,10,127847.25,1,No,10,No,1,0.0
1009,15698442,Eberechukwu,719,Spain,Male,35.0,3,138231.7,1,Yes,3,Yes,0,122964.88
1010,15655274,Bardin,548,FRA,Female,29.0,4,48673.18,2,Yes,4,Yes,0,0.0
1011,15603594,Nwankwo,635,Spain,Male,24.0,4,70668.77,2,Yes,4,Yes,0,0.0
1012,15585961,Talbot,496,Spain,Female,43.0,3,199505.53,2,Yes,3,Yes,0,0.0
1013,15686936,McGregor,676,FRA,Female,37.0,5,169583.18,1,Yes,5,Yes,1,89634.69
1014,15770424,Onyeorulu,541,Germany,Male,40.0,7,49063.42,2,No,7,No,0,95710.11
1015,15587451,Goold,778,Germany,Male,41.0,7,63337.19,1,No,7,No,0,139706.31
1016,15602010,Zikoranaudodimma,850,Germany,Female,45.0,5,60083.11,1,No,5,No,1,103909.86
1017,15600583,Garner,633,France,Male,31.0,1,48606.71,1,No,1,No,0,0.0
1018,15654673,Onyinyechukwuka,625,France,Male,49.0,6,165580.93,1,No,6,No,1,173434.9
1019,15717164,Genovese,485,Spain,Male,32.0,6,194010.12,2,Yes,6,Yes,0,102238.01
1020,15765014,Mai,547,France,Female,48.0,1,69263.1,2,Yes,1,Yes,0,179380.74
1021,15682639,Marshall,642,France,Male,32.0,3,88698.83,2,Yes,3,Yes,0,0.0
1022,15729279,Naylor,718,French,Female,25.0,4,63030.97,1,No,4,No,0,108691.95
1023,15759805,Pinto,582,French,Female,32.0,4,59668.81,2,No,4,No,0,0.0
1024,15767864,Fulton,628,France,Male,33.0,6,184230.23,2,No,6,No,0,0.0
1025,15769948,Palerma,737,Germany,Male,35.0,0,64050.19,1,Yes,0,Yes,0,133377.8
1026,15686345,McCaffrey,828,Spain,Male,34.0,9,81853.98,2,Yes,9,Yes,0,0.0
1027,15688071,Collins,609,Spain,Male,53.0,10,154642.91,1,Yes,10,Yes,0,0.0
1028,15681174,Zuev,730,French,Male,39.0,1,145679.6,1,No,1,No,0,116537.6
1029,15667521,Crawford,631,French,Female,22.0,3,30781.77,2,No,3,No,0,0.0
1030,15750243,Genovese,830,Spain,Male,40.0,4,81622.52,2,Yes,4,Yes,0,0.0
1031,15695475,Maclean,645,FRA,Male,29.0,1,196474.35,2,Yes,1,Yes,0,130131.08
1032,15689176,Fabro,663,FRA,Male,46.0,3,176276.1,2,Yes,3,Yes,0,0.0
1033,15652955,Price,678,Spain,Male,30.0,0,35113.08,1,No,0,No,0,0.0
1034,15668958,Chatfield,521,France,Male,30.0,2,64299.82,1,No,2,No,0,107316.09
1035,15631054,Volkova,625,FRA,Female,24.0,1,180969.55,2,Yes,1,Yes,0,0.0
1036,15581479,Archer,523,FRA,Male,30.0,1,138176.78,1,Yes,1,Yes,0,83181.29
1037,15577478,Ch'iu,714,France,Female,72.0,3,86733.61,1,Yes,3,Yes,0,0.0
1038,15780870,McKay,580,Spain,Male,67.0,3,7418.92,1,Yes,3,Yes,0,153946.14
1039,15692317,Craig,722,France,Male,30.0,5,166376.54,2,No,5,No,0,0.0
1040,15593969,Abramovich,630,Spain,Female,39.0,7,140881.2,1,No,7,No,1,135483.17
1041,15570417,Chien,579,France,Male,35.0,1,4460.2,2,No,1,No,0,0.0
1042,15779059,Timms,670,French,Female,38.0,4,110472.12,2,Yes,4,Yes,0,119624.54
1043,15785980,Williford,588,Spain,Male,34.0,6,86460.28,2,No,6,No,0,121132.26
1044,15644200,Hamilton,807,Spain,Female,42.0,1,16500.66,1,No,1,No,1,0.0
1045,15793949,Cheng,726,France,Female,48.0,4,114020.06,1,No,4,No,1,0.0
1046,15645103,Su,812,Germany,Male,25.0,5,131660.31,1,No,5,No,0,54817.55
1047,15705860,McKenzie,631,Germany,Male,40.0,3,52449.62,1,No,3,No,1,107949.45
1048,15623828,Akobundu,682,France,Male,30.0,4,161465.31,1,Yes,4,Yes,0,0.0
1049,15715003,Ko,625,Spain,Female,49.0,2,20018.79,1,Yes,2,Yes,0,80816.45
1050,15623471,Marcelo,607,Germany,Male,38.0,3,176318.27,1,No,3,No,0,98205.77
1051,15798348,Chukwuebuka,600,Spain,Female,50.0,6,50488.91,1,Yes,6,Yes,0,94684.27
1052,15743016,MacDonald,602,Spain,Female,22.0,7,30379.6,1,No,7,No,0,141604.76
1053,15769499,Lampungmeiua,545,Spain,Female,74.0,3,161326.73,2,Yes,3,Yes,0,0.0
1054,15798521,Tai,675,Spain,Male,33.0,3,45348.08,2,No,3,No,0,0.0
1055,15706534,Enyinnaya,581,FRA,Female,47.0,1,180251.68,1,No,1,No,1,122949.14
1056,15706186,McKenzie,640,Germany,Male,33.0,8,34925.56,2,No,8,No,0,81677.22
1057,15812197,Kline,850,France,Male,38.0,7,126555.74,1,No,7,No,0,80293.98
1058,15650933,Ma,490,Spain,Female,48.0,8,187921.3,1,No,8,No,0,155413.06
1059,15692991,Wood,710,Spain,Female,38.0,4,136390.88,2,Yes,4,Yes,0,0.0
1060,15631189,Riggs,613,Germany,Male,38.0,9,78566.64,1,No,9,No,1,67111.65
1061,15762198,Capon,812,French,Male,34.0,5,166038.27,1,Yes,5,Yes,0,103818.43
1062,15699598,Smith,723,French,Female,20.0,4,140385.33,2,Yes,4,Yes,0,0.0
1063,15692744,Davison,512,French,Male,36.0,4,38629.3,2,No,4,No,1,152169.12
1064,15688963,Ingram,731,France,Female,52.0,10,24998.75,1,Yes,10,Yes,1,0.0
1065,15599131,Dilke,650,Germany,Male,26.0,4,128815.33,2,No,4,No,0,214346.96
1066,15680303,Gibson,594,FRA,Male,57.0,6,19376.56,1,No,6,No,1,0.0
1067,15628674,Iadanza,844,France,Male,40.0,7,31904.31,1,No,7,No,1,113348.14
1068,15648075,Hebert,686,Germany,Female,47.0,5,173179.79,1,No,5,No,1,170935.94
1069,15586970,Pinto,695,Germany,Male,52.0,8,22485.64,1,Yes,8,Yes,0,103023.26
1070,15625698,Dumetochukwu,624,Spain,Female,23.0,6,196668.51,2,Yes,6,Yes,0,0.0
1071,15790497,Ross,503,Spain,Male,37.0,6,136506.86,2,No,6,No,0,0.0
1072,15682618,Jamieson,535,French,Female,31.0,7,36278.89,2,Yes,7,Yes,0,111855.04
1073,15762937,Chiganu,743,Germany,Female,32.0,6,163254.39,2,Yes,6,Yes,0,140348.56
1074,15750929,Burgess,702,Spain,Male,39.0,8,99654.13,2,No,8,No,0,0.0
1075,15729832,Cheng,658,French,Male,29.0,3,20207.02,1,No,3,No,0,145512.84
1076,15633650,Woods,677,Germany,Female,41.0,8,4195.84,2,Yes,8,Yes,0,146720.98
1077,15748856,Liang,664,France,Male,32.0,10,112340.2,1,Yes,10,Yes,0,107209.73
1078,15589195,Bluett,766,Germany,Female,38.0,7,2035.94,1,Yes,7,Yes,0,130933.74
1079,15699911,Chapman,461,Spain,Female,35.0,8,132295.95,1,No,8,No,0,0.0
1080,15663438,Andrejew,688,Spain,Male,36.0,0,177383.68,1,No,0,No,1,89772.3
1081,15692583,Udobata,678,France,Female,32.0,5,90284.47,2,No,5,No,0,0.0
1082,15591257,Ejimofor,796,France,Male,24.0,8,61349.37,2,No,8,No,0,0.0
1083,15646513,Spyer,803,FRA,Male,42.0,5,196466.83,1,No,5,No,1,0.0
1084,15708063,Walker,712,French,Male,36.0,2,70758.37,3,No,2,No,1,100749.5
1085,15696098,Palermo,498,France,Female,31.0,10,13892.57,2,No,10,No,0,0.0
1086,15645517,Philip,850,Spain,Male,22.0,2,9684.52,2,Yes,2,Yes,0,0.0
1087,15649744,Fallaci,628,French,Female,51.0,3,40546.15,2,Yes,3,Yes,0,123981.31
1088,15604304,Perry,539,Germany,Female,34.0,4,136603.42,1,Yes,4,Yes,0,91622.42
1089,15784092,Henderson,732,French,Male,36.0,7,133172.48,1,Yes,7,Yes,0,126195.81
1090,15585198,Bergamaschi,715,FRA,Male,41.0,4,152821.12,1,Yes,4,Yes,1,94267.9
1091,15624347,Fokine,651,FRA,Male,40.0,4,147715.83,2,Yes,4,Yes,0,0.0
1092,15621687,Mackay,813,French,Male,34.0,0,43169.15,2,No,0,No,0,0.0
1093,15689081,Wu,692,FRA,Male,29.0,4,76755.99,1,No,4,No,1,0.0
1094,15813168,Maslova,756,Germany,Female,39.0,3,73406.04,3,Yes,3,Yes,1,100717.85
1095,15604295,Wei,543,French,Male,36.0,6,176728.28,2,No,6,No,0,0.0
1096,15724127,McLean,790,French,Female,26.0,4,98309.27,2,No,4,No,0,141581.71
1097,15673055,Sung,494,Spain,Male,38.0,7,6203.66,2,Yes,7,Yes,0,0.0
1098,15768201,Paterson,850,France,Female,39.0,2,176791.27,1,Yes,2,Yes,0,148586.64
1099,15782219,Fanucci,703,Spain,Male,29.0,9,50679.48,2,No,9,No,0,0.0
1100,15746410,Thompson,432,Spain,Male,38.0,7,150580.88,2,No,7,No,0,0.0
1101,15780144,Tisdall,512,Germany,Female,32.0,2,80120.19,2,No,2,No,0,123403.85
1102,15590476,Onochie,589,French,Male,28.0,7,151645.96,2,No,7,No,0,0.0
1103,15624293,Mironova,514,FRA,Female,46.0,3,55072.32,1,No,3,No,0,106511.85
1104,15618182,Ndubueze,678,FRA,Female,38.0,2,115068.99,2,No,2,No,0,0.0
1105,15660316,Stephenson,420,Germany,Female,34.0,1,149471.13,1,No,1,No,1,135549.9
1106,15678886,Golubev,679,Germany,Male,38.0,7,46522.68,2,No,7,No,0,110555.37
1107,15616330,Liao,595,French,Male,31.0,4,189995.86,2,No,4,No,0,0.0
1108,15592229,Mullan,713,French,Female,52.0,0,46369.57,1,Yes,0,Yes,1,185891.54
1109,15798424,Glover,833,Germany,Male,59.0,1,30722.52,1,Yes,1,Yes,1,130854.59
1110,15714750,Northey,690,French,Female,42.0,3,70810.6,2,No,3,No,0,92578.14
1111,15648800,Paterson,731,Germany,Female,21.0,8,106663.46,1,No,8,No,1,132312.06
1112,15626147,Maclean,608,FRA,Female,62.0,8,175836.03,1,No,8,No,1,144976.5
1113,15626608,Howarde,479,Spain,Male,48.0,5,85646.41,1,Yes,5,Yes,0,87070.23
1114,15723250,Teng,519,French,Male,42.0,8,101485.72,2,Yes,8,Yes,0,0.0
1115,15592583,Colman,731,French,Female,47.0,1,191734.67,3,No,1,No,1,115414.19
1116,15759381,Johnson,617,Spain,Male,61.0,7,101839.77,1,Yes,7,Yes,0,91070.43
1117,15585241,Butcher,756,Spain,Male,29.0,2,4888.91,2,No,2,No,0,117412.19
1118,15589358,Stanley,848,Germany,Male,31.0,4,193132.98,2,No,4,No,0,90018.45
1119,15672704,Jackson,809,France,Female,24.0,4,193518.76,2,No,4,No,0,0.0
1120,15789955,Hu,698,Germany,Male,56.0,1,93982.02,2,No,1,No,1,112414.81
1121,15596800,Hill,779,Germany,Male,33.0,1,197000.92,1,Yes,1,Yes,1,158456.76
1122,15627305,Pan,606,Spain,Male,35.0,7,106837.06,1,No,7,No,1,0.0
1123,15645316,Han,612,Germany,Female,58.0,1,115161.28,1,Yes,1,Yes,0,149641.53
1124,15593973,Wilkie,663,Spain,Female,33.0,8,196260.3,1,No,8,No,0,122528.18
1125,15647301,Bray,549,Germany,Female,45.0,3,96404.38,2,Yes,3,Yes,0,143734.01
1126,15750258,Ann,675,France,Female,32.0,2,97658.66,1,No,2,No,0,155663.31
1127,15685309,Souter,669,French,Female,35.0,7,49108.23,1,Yes,7,Yes,1,0.0
1128,15628205,Greco,571,Germany,Female,34.0,1,195651.66,1,Yes,1,Yes,0,101736.66
1129,15733974,Mao,500,Spain,Male,37.0,9,111698.0,1,No,9,No,0,125822.21
1130,15762110,Anderson,628,French,Male,37.0,0,171707.93,2,Yes,0,Yes,0,0.0
1131,15706899,Ma,559,FRA,Male,34.0,4,66721.98,2,Yes,4,Yes,0,0.0
1132,15732660,Black,769,French,Female,27.0,2,57876.05,1,Yes,2,Yes,0,0.0
1133,15656121,Medvedeva,733,Germany,Male,31.0,6,177994.81,2,No,6,No,0,157791.07
1134,15614220,Benson,750,France,Male,22.0,5,105125.65,2,Yes,5,Yes,0,0.0
1135,15645269,Duncan,583,France,Female,42.0,4,17439.66,2,No,4,No,0,0.0
1136,15698510,Onwudiwe,468,Germany,Male,42.0,9,172668.39,2,No,9,No,0,181627.14
1137,15569247,Mitchell,727,Spain,Female,57.0,1,753.37,1,Yes,1,Yes,0,109679.72
1138,15566251,Ferrari,618,France,Female,37.0,5,98686.4,1,No,5,No,1,96652.86
1139,15716134,Russo,617,France,Male,40.0,5,107047.92,2,Yes,5,Yes,0,190008.32
1140,15763625,Hazon,793,Spain,Male,41.0,9,152153.74,2,No,9,No,0,0.0
1141,15605965,Henderson,630,FRA,Male,43.0,9,34338.04,2,Yes,9,Yes,0,0.0
1142,15694821,Hardy,765,Germany,Male,43.0,4,173878.87,1,Yes,4,Yes,1,148962.76
1143,15601688,Piccio,546,French,Male,28.0,8,159254.29,1,No,8,No,0,0.0
1144,15575581,Dickson,614,Germany,Female,30.0,3,54776.64,2,No,3,No,0,131344.52
1145,15671209,Holden,593,Germany,Female,29.0,5,134594.99,3,No,5,No,0,101713.84
1146,15616529,Hsieh,613,Spain,Male,34.0,3,41724.72,1,Yes,3,Yes,0,0.0
1147,15773906,Doherty,655,France,Male,38.0,4,110527.71,2,No,4,No,0,0.0
1148,15722993,Page,700,France,Female,27.0,6,8996.79,1,No,6,No,0,137963.07
1149,15752463,Samuel,826,Spain,Female,29.0,4,190200.53,1,Yes,4,Yes,0,129938.07
1150,15589754,Malloy,652,Germany,Male,45.0,2,115333.43,1,Yes,2,Yes,0,151421.44
1151,15669899,Fitts,755,Germany,Female,45.0,7,143619.52,1,No,7,No,1,135643.0
1152,15766887,Iadanza,538,Spain,Male,39.0,2,58467.08,2,Yes,2,Yes,0,122773.5
1153,15768006,Wu,729,FRA,Male,34.0,3,12128.69,1,No,3,No,0,152303.8
1154,15741295,Yefimova,615,France,Male,49.0,3,49872.33,2,Yes,3,Yes,0,0.0
1155,15811327,Pan,700,Spain,Male,54.0,1,139735.54,1,Yes,1,Yes,0,79415.67
1156,15690007,Ts'ui,434,Germany,Female,58.0,9,60891.8,2,No,9,No,1,125801.03
1157,15690664,Liang,729,Spain,Male,37.0,10,100862.54,2,No,10,No,0,0.0
1158,15719348,Tsao,513,France,Male,35.0,8,76640.29,1,No,8,No,1,0.0
1159,15781802,Abramov,755,FRA,Male,41.0,6,126013.58,1,No,6,No,1,104817.41
1160,15752731,Millar,615,France,Female,30.0,9,87347.82,1,No,9,No,0,0.0
1161,15600997,Demuth,747,Germany,Female,32.0,5,77370.37,2,Yes,5,Yes,0,67495.04
1162,15750776,Genovese,850,FRA,Female,36.0,0,62722.44,1,Yes,0,Yes,0,164850.54
1163,15723907,Lawless,712,Germany,Female,49.0,5,196257.68,2,No,5,No,0,154776.42
1164,15633419,Brooks,622,Germany,Female,28.0,1,81723.8,2,No,1,No,0,143124.63
